income,credit_score,debt_to_income,employment_years,late_payments,loan_amount,age,high_risk
87417.85382528082,650.3368222584107,0.3212551734139125,21.67980079691744,1,13622.33805475769,38.43153857436142,1
71543.39247072038,648.2610124131302,0.10301919444220609,10.843848476697243,0,1572.8476628547724,59.77066036472584,1
91192.21345251732,554.3049779158989,0.07180754544546919,4.850568812136425,1,24706.13753606798,40.41483300338327,1
113075.74641020063,656.8936865808994,0.09427597789893605,9.739580390604416,0,19857.018430797416,23.53488108240557,1
69146.1656319166,731.2980357275221,0.5828693611920428,16.90319299738854,1,16853.510567642,20.50868084551905,1
69146.57607627049,590.8037516646243,0.05166217582898969,17.147812981606194,0,11280.632871265776,54.37482296708188,0
114480.32038768478,753.3937855735414,0.3369268749640384,5.123313159784605,2,18146.77212821153,30.31075874269706,1
94185.86822882271,714.1442374759037,0.7531997019142294,9.265918478496495,0,27952.129967981044,58.50154393187836,0
63263.1403516262,628.6036674620274,0.2943481665153781,0.8536656016442743,2,16613.063498721167,47.8491213862154,0
88564.00108964911,670.0929253863507,0.7633080771801298,12.123343123457149,0,3239.7313055125924,30.76517542714378,0
63414.55767968844,791.8825265348723,0.7454670382070553,15.766773495279473,1,1000.0,54.00564213173969,1
63356.75616074358,731.3483469454106,0.24582713263321632,8.198997270580081,3,18076.476485107083,28.913234160840773,1
81049.05678915085,680.6148558428704,0.7288221800927455,4.663079728199359,2,7112.691669919137,22.631954650660024,1
27167.99388355505,663.3621678127311,0.7477766382721007,9.800654756387814,2,14202.298260833568,29.599055279866654,1
31877.05418717418,685.3626349316162,0.39745392566702686,10.08729515681583,2,8527.379015892806,49.22483981908263,1
60942.811768975684,644.1765509440388,0.21042048374151823,8.4057191592481,2,7952.728126427216,53.65560386801604,1
49679.22199163941,532.667534599669,0.5212708068918691,8.893575621679764,2,8877.806933709864,35.24767284558506,1
82856.18331488184,822.9524537374311,0.9213975880001963,7.130925747653145,2,9600.99712066747,18.0,0
52299.39811196973,690.8727499439581,0.639616732432062,12.97977464113203,1,21209.887907862685,21.318802466463328,1
39692.40746661771,707.8703085585776,0.1729224976272612,11.681137225825635,3,19589.150345092676,27.18825313768764,1
111641.21922303885,675.9464575086164,0.6827569247335199,3.0844842642792534,3,5336.089417510613,24.472037448998513,1
69355.5924878366,628.5418239492789,0.42720302728183457,2.9470469842070264,2,6426.122189063932,43.1851645127748,1
76688.2051171981,666.985286333586,0.591528797355373,6.72812791486719,2,18032.97523575498,63.25739013669342,1
39381.29534466358,568.0423666463982,0.7340640350231079,11.684185620525895,1,23420.018923484175,49.549318888307056,1
61390.431886870436,839.3960548637313,0.5149473515144448,8.740287069454073,1,23297.130879313005,26.461229860111125,1
77773.06474274665,593.5841601104323,0.8139839745733086,4.784247949386724,1,6976.729273758147,31.667490812001336,1
46225.16056444243,607.7623601306974,0.7221555793166278,9.307592983629151,3,22914.491455201798,34.008511848414315,1
84392.4504586418,649.181855692952,0.6150733400185107,6.34594740238864,2,1000.0,44.670570003917035,1
59984.032752029874,770.1653007396665,0.1507928158323515,12.402432301120657,0,13376.924663919686,58.855056830224115,1
67707.65625516808,681.0156299483858,0.8359491109115683,9.665292175335237,2,18896.211540869223,34.391195446589755,1
59957.334694265075,593.4704942778676,0.935905585319816,6.423609062739281,0,1000.0,58.46532749281826,1
121306.95461272344,767.8036852530138,0.13696512380929482,9.157593860232307,0,31742.855392683698,65.24693150106674,1
74662.56938155166,731.1700438749837,0.48824112943343057,14.575240297621008,1,25613.561463812926,35.80111760453529,1
48557.22677610249,717.6904470051517,0.2588887419705045,5.1518496172681125,0,20176.031778884713,35.492264547264305,1
95563.62280257972,730.1013968819589,0.7545233074255646,10.013284908235805,2,7279.774339480629,35.6725675913066,1
44478.90875072444,847.6053330407716,0.7216296360047,7.647698297670021,1,14455.171003382937,40.749879828254635,1
80221.58987511888,832.9566426525279,0.1408851205703987,10.134918419310498,5,21323.361358104175,35.70185083861809,1
26008.24690300561,631.9299259897693,0.8770272712616372,4.727175292021348,1,6018.707464001489,50.61012953667167,1
41795.348777539235,793.6719494967806,0.18097306397800228,8.551677165796878,4,13556.206150095863,21.414024635286616,1
79921.53089672809,706.821773283123,0.7972590256481075,13.539116412084004,1,22283.070798487857,33.58453485644666,1
93461.66449988526,714.9367071296424,0.4569803596280049,3.3149650937694632,3,3043.2399858156004,43.95009607686683,1
79284.20702974926,561.541041784967,0.32827229355815124,1.3529744833745916,3,17659.39768816364,50.44101408592614,1
72108.79294029399,668.0729964228262,0.1582392626742135,1.542722177565178,2,1000.0,66.34342076416888,1
67472.40761026778,623.1023486764404,0.1676142561466294,2.1466873489990554,2,7449.225955370772,24.531697268428708,1
38036.950240814316,737.9641170425316,0.6618905547009003,10.97661643946332,3,10963.259154591246,32.175491029752926,1
57003.89479013228,754.9756350281964,0.5504303879471205,0.9707015706726727,2,19108.444901750227,18.0,1
63484.03072600531,534.7859554288582,0.1220854216512327,6.510523276282346,3,9393.68717995037,26.68157191176563,1
101428.0556554729,678.457559519701,0.11269786043832519,11.091446516553539,0,16004.387130633208,18.77289643679149,0
83590.45723921154,758.5303053355976,0.07231057477279146,10.083295302742968,2,9502.174897534136,33.74443125922806,1
30923.99611593165,666.9324726380588,0.7437673473735441,6.072205100187574,3,10755.065823078783,37.259612888300424,1
83102.09923486988,731.0344551501655,0.7118820852292892,8.95461865877553,0,25005.29206228919,45.63345087805074,1
65372.942989592084,704.5815827338959,0.05843099085457515,8.535726648687842,1,5798.174574062092,36.41680563616094,1
58076.94999235103,703.9162162366838,0.560270075596973,6.878795222259068,3,21073.231791577477,45.639244964945846,1
90291.9072210217,661.0079515352191,0.0846761552426899,6.9458264067270985,1,14991.488916200144,41.36889000512731,1
100774.98806239877,594.8393437105003,0.9037457706089417,19.177137173784804,2,10395.570488736077,27.6001215309978,1
98282.00297790497,601.492889680248,0.9071174191801324,12.046554519656503,4,5259.817340719057,19.764715529909466,1
54019.56191943404,729.6546760118722,0.6982329898131301,20.403254587560717,2,5830.109543207269,47.004183998752794,1
67269.69060371963,681.3620778863218,0.92618892143945,5.515184335397493,2,9090.839801936429,59.758035820174086,1
83281.5857850891,670.3041428774943,0.8114530304136905,7.575167015559263,0,13799.564742230863,70.0,1
99388.62817805898,650.3276970374353,0.8285385759270494,1.3393711736167635,0,19828.077089251212,51.225456414815454,1
63020.64405386775,658.6367808163474,0.5697078505699332,3.952165989552139,1,12598.0859206211,57.49018254332874,1
70358.52558340457,753.2838256141697,0.3060591982161759,17.509565743312507,0,13133.513184942249,45.53751644846722,1
47341.625649849295,656.5329142692382,0.21779911511642158,5.3898285507912185,3,14328.07821342156,43.62411262708254,1
45094.83439798323,586.1254700688902,0.3272000220389292,17.596406500722296,3,18814.22153150983,41.33201228549834,1
95313.14555985495,732.0556242878122,0.6284954300890621,1.783188696600548,1,20158.422553572083,38.73028427174963,1
108906.00071427057,665.6586335294697,0.17265653583239893,2.7326548296336153,1,3904.2761954252164,47.28491866514962,1
73199.74696049166,682.1977105872943,0.2586402366373216,6.293843894882894,2,12743.402322053505,33.75283502362332,1
100088.3224473006,792.5304814479657,0.46806086279546444,7.68125039160411,3,24819.232138783373,38.2306905809537,1
84040.90062619085,678.5607609854645,0.23305009852461556,12.615436462250647,4,4471.0403702403655,25.864404604427335,1
58872.006134871895,700.2428571183108,0.5886436697160616,10.25385208593133,1,15594.503123591672,45.69912002877891,1
84034.89013771035,597.4753556091173,0.9231760284563298,5.918423713279861,1,13633.247969625754,28.490829506241983,1
113450.91416164923,664.6231383354328,0.7480893657031265,7.333420967409468,3,10466.595280507108,40.40493988576255,1
74104.3490222512,722.6668231646021,0.666426614148913,6.4046854010765,2,27726.261208346863,46.00589312370857,1
114116.09139535016,571.123838631113,0.5827214759837788,3.4267313233713512,0,15294.686470942996,47.03069717643776,1
20000.0,694.0591565180997,0.4879479092570649,3.560185316991892,1,27089.16057555451,49.25810245378521,1
95547.56260938059,687.0553750851365,0.1865638596346597,13.139419457167048,1,15045.017641955279,37.44050169822333,1
77176.17670595428,682.8901218911208,0.8947104554268656,0.0,2,18682.047114541852,45.83276535267625,1
67524.81623835332,752.6011229060771,0.24853600201283632,16.086793487225272,0,10382.227928584154,34.16049684265355,0
77294.01941338756,703.4106960393965,0.09130887757816075,6.28502887198884,1,10471.250597617971,18.0,1
25310.77713497768,783.4650328849511,0.7500151792286952,4.137456968039199,0,18274.78024199088,46.36371128489871,1
69508.2028040622,610.4487339084175,0.1756155343311664,11.698796453486345,2,18421.57966106873,43.581857282369704,1
83927.81428779366,689.5147197052844,0.371895999541176,15.426082920735587,1,19783.896532734834,52.15988203478963,1
111947.3511185379,685.9126750472964,0.028284928290979727,13.588162208019787,1,18013.426295636604,39.69653544554078,1
62043.24454315881,605.1521854371445,0.13706794254044807,10.509260246799453,1,4308.632583967323,20.76203961139106,1
54787.659927670305,746.9406501463942,0.17320363075991208,13.434317448609178,1,8549.050586300673,38.90043058762933,0
62456.073910386585,842.7271314096972,0.05441012775017795,0.0,2,21799.54308918956,50.638966776876735,1
97885.05294255185,678.8095747861319,0.6566569566228452,5.390847292559259,2,1000.0,45.71241770555713,1
83218.77774149211,715.3514761791637,0.8370077958031172,3.4441496998757772,5,17340.857932044826,38.23906512526197,0
61755.99490582403,685.9162933070729,0.37331540636594096,14.123193656075877,1,14104.95920744655,20.037289265041803,1
87831.6858278339,630.0490731064976,0.8745764767182007,6.082609905380567,0,21796.654939778877,27.687796541152927,1
